category;governorate;hour;dayOfWeek;month;maxParticipants;success_level
CINEMA;Gafsa;20;3;8;42;MEDIUM
SPORT;Zaghouan;16;4;11;100;MEDIUM
OTHER;Ben Arous;11;5;3;75;MEDIUM
CINEMA;Ben Arous;20;4;2;36;HIGH
CINEMA;Tataouine;20;6;11;61;MEDIUM
CINEMA;Jendouba;20;0;7;20;MEDIUM
KARAOKE;Kasserine;18;1;11;56;MEDIUM
KARAOKE;Kasserine;21;4;4;57;MEDIUM
CINEMA;Monastir;21;6;9;67;HIGH
CINEMA;Beja;21;4;5;78;MEDIUM
SPORT;Sidi Bouzid;17;0;7;28;HIGH
OTHER;Ben Arous;20;6;3;92;MEDIUM
SPORT;Kairouan;10;3;5;79;MEDIUM
KARAOKE;Kef;22;4;6;29;MEDIUM
CEREMONY;Mahdia;14;3;12;180;LOW
OTHER;Gafsa;18;4;11;83;LOW
CINEMA;Monastir;19;0;12;77;MEDIUM
KARAOKE;Sfax;22;4;11;14;MEDIUM
KARAOKE;Tataouine;20;2;5;48;MEDIUM
OTHER;Beja;14;2;4;82;LOW
CINEMA;Kairouan;19;1;6;67;MEDIUM
KARAOKE;Jendouba;22;3;11;52;LOW
CINEMA;Medenine;18;6;12;52;HIGH
CINEMA;Gafsa;19;5;9;56;MEDIUM
CINEMA;Sousse;21;4;3;30;HIGH
KARAOKE;Tataouine;19;1;10;60;MEDIUM
KARAOKE;Zaghouan;21;2;4;35;MEDIUM
CEREMONY;Tozeur;11;4;8;167;LOW
KARAOKE;Nabeul;20;4;2;26;HIGH
SPORT;Kasserine;19;4;7;20;HIGH
SPORT;Bizerte;19;2;8;78;HIGH
OTHER;Gabes;13;4;10;63;LOW
CINEMA;Jendouba;17;3;11;77;MEDIUM
OTHER;Manouba;16;3;7;50;MEDIUM
SPORT;Nabeul;9;0;6;117;MEDIUM
SPORT;Ariana;19;0;5;33;HIGH
OTHER;Sfax;13;1;2;97;LOW
CEREMONY;Bizerte;9;5;10;45;MEDIUM
SPORT;Manouba;10;4;12;55;MEDIUM
KARAOKE;Sidi Bouzid;19;1;4;49;MEDIUM
OTHER;Gabes;21;2;9;55;MEDIUM
CINEMA;Nabeul;17;4;10;55;MEDIUM
CINEMA;Zaghouan;20;1;9;17;MEDIUM
CINEMA;Ben Arous;21;5;10;49;HIGH
CEREMONY;Manouba;9;1;7;86;MEDIUM
CINEMA;Sousse;21;1;3;43;MEDIUM
KARAOKE;Manouba;18;1;11;29;MEDIUM
CEREMONY;Gabes;17;4;7;144;MEDIUM
CINEMA;Beja;17;6;2;67;MEDIUM
CEREMONY;Sousse;10;5;7;187;MEDIUM
CEREMONY;Tunis;15;6;5;82;HIGH
CEREMONY;Sidi Bouzid;17;4;6;112;MEDIUM
SPORT;Monastir;17;4;7;76;HIGH
OTHER;Bizerte;14;1;12;19;MEDIUM
OTHER;Tozeur;19;3;3;61;LOW
CINEMA;Bizerte;19;2;7;50;MEDIUM
CINEMA;Tozeur;19;1;7;75;MEDIUM
SPORT;Gafsa;17;1;11;109;MEDIUM
SPORT;Sousse;18;6;1;69;HIGH
OTHER;Kairouan;14;3;1;72;LOW
CEREMONY;Kebili;14;3;2;141;LOW
KARAOKE;Kairouan;19;2;6;26;HIGH
CEREMONY;Zaghouan;10;1;10;195;LOW
OTHER;Medenine;17;6;4;14;HIGH
CEREMONY;Kairouan;9;6;4;53;MEDIUM
CINEMA;Ben Arous;21;5;9;21;HIGH
KARAOKE;Ben Arous;22;2;8;19;MEDIUM
KARAOKE;Nabeul;21;2;3;24;HIGH
CEREMONY;Kef;10;4;2;89;LOW
SPORT;Medenine;8;4;11;120;MEDIUM
CINEMA;Kef;21;3;7;36;MEDIUM
CINEMA;Tunis;18;4;12;24;HIGH
SPORT;Manouba;10;6;3;88;MEDIUM
SPORT;Sousse;17;6;6;112;HIGH
CINEMA;Nabeul;21;1;4;16;HIGH
KARAOKE;Zaghouan;20;4;1;42;MEDIUM
OTHER;Ariana;15;1;3;16;MEDIUM
CEREMONY;Nabeul;17;1;4;185;MEDIUM
KARAOKE;Gabes;20;3;4;39;MEDIUM
CINEMA;Tozeur;17;5;4;35;HIGH
OTHER;Ariana;10;3;3;10;MEDIUM
KARAOKE;Sousse;22;6;8;53;HIGH
CEREMONY;Sfax;15;5;7;164;HIGH
CEREMONY;Tataouine;15;2;10;177;LOW
CEREMONY;Jendouba;15;3;3;158;LOW
CEREMONY;Nabeul;17;0;4;48;HIGH
OTHER;Kairouan;13;0;10;62;LOW
CEREMONY;Kasserine;11;2;1;110;LOW
CEREMONY;Bizerte;17;0;4;141;MEDIUM
CINEMA;Sousse;21;6;12;32;HIGH
KARAOKE;Kasserine;19;1;1;24;MEDIUM
CEREMONY;Jendouba;14;3;8;149;MEDIUM
KARAOKE;Bizerte;21;1;7;13;HIGH
CINEMA;Nabeul;17;2;6;21;HIGH
KARAOKE;Sousse;21;5;7;14;HIGH
OTHER;Kef;14;6;9;80;MEDIUM
CEREMONY;Ariana;17;6;8;47;HIGH
KARAOKE;Siliana;19;2;9;20;MEDIUM
SPORT;Manouba;9;5;12;91;MEDIUM
KARAOKE;Ariana;18;4;4;50;MEDIUM
OTHER;Kairouan;9;3;7;52;LOW
OTHER;Sousse;14;4;6;46;MEDIUM
KARAOKE;Ariana;22;4;2;38;MEDIUM
CEREMONY;Sidi Bouzid;17;4;1;200;LOW
OTHER;Kebili;20;4;9;18;MEDIUM
CINEMA;Kasserine;19;5;12;71;MEDIUM
KARAOKE;Nabeul;19;6;4;15;HIGH
OTHER;Kasserine;13;3;4;15;LOW
SPORT;Kef;8;1;4;73;LOW
OTHER;Bizerte;15;6;3;64;MEDIUM
OTHER;Gabes;13;1;1;18;LOW
CINEMA;Ariana;19;5;8;23;HIGH
CINEMA;Sousse;18;5;8;29;HIGH
SPORT;Gafsa;16;6;6;98;MEDIUM
KARAOKE;Monastir;20;4;9;45;MEDIUM
KARAOKE;Tataouine;20;4;3;52;MEDIUM
OTHER;Mahdia;19;2;10;41;MEDIUM
CINEMA;Tunis;20;3;5;57;MEDIUM
OTHER;Kef;16;5;7;16;MEDIUM
OTHER;Kef;21;6;5;23;MEDIUM
CINEMA;Sfax;18;6;4;46;HIGH
CEREMONY;Nabeul;9;5;9;159;MEDIUM
KARAOKE;Sidi Bouzid;21;3;10;31;MEDIUM
KARAOKE;Ben Arous;19;1;10;40;HIGH
SPORT;Siliana;8;3;7;75;MEDIUM
CINEMA;Sidi Bouzid;20;0;6;62;MEDIUM
SPORT;Kef;9;3;8;70;MEDIUM
OTHER;Bizerte;15;3;4;46;LOW
CINEMA;Medenine;18;2;3;56;MEDIUM
OTHER;Kasserine;10;0;2;20;LOW
SPORT;Nabeul;17;3;8;31;HIGH
CINEMA;Ariana;17;3;3;19;HIGH
CINEMA;Kef;19;5;11;60;MEDIUM
OTHER;Ben Arous;9;1;5;52;LOW
SPORT;Ariana;17;0;1;98;MEDIUM
SPORT;Bizerte;19;1;7;82;MEDIUM
SPORT;Jendouba;17;2;10;87;MEDIUM
SPORT;Medenine;10;1;2;79;MEDIUM
OTHER;Jendouba;11;5;12;75;LOW
SPORT;Monastir;17;1;12;56;HIGH
SPORT;Kasserine;19;2;11;40;HIGH
CEREMONY;Sousse;11;4;5;105;MEDIUM
CEREMONY;Sidi Bouzid;17;1;5;200;LOW
KARAOKE;Bizerte;19;3;3;55;MEDIUM
CINEMA;Ariana;17;0;10;30;HIGH
CINEMA;Manouba;20;1;3;24;MEDIUM
KARAOKE;Siliana;20;4;4;55;MEDIUM
CEREMONY;Sidi Bouzid;14;0;11;171;LOW
OTHER;Kef;20;1;8;93;LOW
SPORT;Kairouan;9;3;4;64;MEDIUM
SPORT;Ariana;8;6;5;69;HIGH
CINEMA;Monastir;20;5;7;56;HIGH
CEREMONY;Nabeul;17;2;12;138;MEDIUM
KARAOKE;Gabes;19;0;3;26;MEDIUM
CEREMONY;Ben Arous;14;2;3;40;HIGH
CINEMA;Beja;21;4;8;50;MEDIUM
CINEMA;Kebili;18;3;1;16;MEDIUM
KARAOKE;Tozeur;20;6;10;33;HIGH
KARAOKE;Tunis;18;3;9;22;HIGH
CINEMA;Nabeul;19;5;11;79;HIGH
KARAOKE;Mahdia;21;4;10;49;MEDIUM
OTHER;Bizerte;15;6;12;15;MEDIUM
CEREMONY;Kebili;15;4;5;167;LOW
CEREMONY;Ariana;11;2;1;134;MEDIUM
OTHER;Tataouine;21;0;8;63;MEDIUM
CEREMONY;Medenine;15;1;6;181;MEDIUM
CINEMA;Sousse;19;2;11;19;HIGH
CINEMA;Gafsa;21;2;7;48;MEDIUM
SPORT;Mahdia;9;0;4;77;MEDIUM
CINEMA;Kasserine;17;3;1;24;MEDIUM
KARAOKE;Sfax;22;3;1;42;MEDIUM
KARAOKE;Medenine;18;3;10;23;MEDIUM
OTHER;Gafsa;17;2;2;40;MEDIUM
CEREMONY;Sfax;16;2;3;169;MEDIUM
CINEMA;Tunis;20;0;6;46;HIGH
CEREMONY;Tunis;9;1;12;96;MEDIUM
CINEMA;Gafsa;19;5;5;68;MEDIUM
CINEMA;Sidi Bouzid;18;5;3;61;MEDIUM
SPORT;Kef;10;4;12;90;LOW
SPORT;Ben Arous;9;6;2;20;HIGH
CINEMA;Ben Arous;19;1;2;72;MEDIUM
KARAOKE;Manouba;22;6;9;39;MEDIUM
OTHER;Manouba;16;5;10;45;MEDIUM
SPORT;Kairouan;19;0;6;42;HIGH
CEREMONY;Bizerte;15;2;12;34;MEDIUM
OTHER;Ben Arous;10;1;3;53;LOW
CINEMA;Mahdia;21;1;8;59;MEDIUM
SPORT;Siliana;19;3;7;33;HIGH
OTHER;Kasserine;12;1;4;89;LOW
CEREMONY;Gabes;16;5;2;88;MEDIUM
CEREMONY;Sfax;17;3;7;112;HIGH
KARAOKE;Bizerte;18;0;8;22;HIGH
SPORT;Gabes;10;0;11;67;MEDIUM
KARAOKE;Sidi Bouzid;18;2;8;15;MEDIUM
CINEMA;Manouba;21;4;9;29;MEDIUM
OTHER;Nabeul;16;3;9;80;MEDIUM
KARAOKE;Manouba;22;6;1;60;MEDIUM
KARAOKE;Beja;20;4;7;28;MEDIUM
SPORT;Manouba;8;2;11;37;MEDIUM
KARAOKE;Kasserine;19;2;6;36;MEDIUM
SPORT;Mahdia;10;0;8;59;MEDIUM
KARAOKE;Sidi Bouzid;18;0;5;30;MEDIUM
CINEMA;Tozeur;17;6;3;27;HIGH
KARAOKE;Manouba;18;2;6;30;HIGH
SPORT;Zaghouan;17;1;10;30;HIGH
CINEMA;Ariana;19;2;9;25;HIGH
OTHER;Gabes;20;4;5;80;MEDIUM
KARAOKE;Manouba;21;6;1;29;HIGH
CEREMONY;Ben Arous;16;2;5;43;MEDIUM
CINEMA;Ben Arous;17;4;1;28;HIGH
CEREMONY;Ariana;14;6;6;133;HIGH
OTHER;Manouba;13;1;10;81;LOW
CINEMA;Ben Arous;19;1;3;28;HIGH
SPORT;Monastir;9;5;12;36;HIGH
CINEMA;Kebili;21;1;7;15;MEDIUM
OTHER;Jendouba;18;6;12;34;MEDIUM
CEREMONY;Sfax;10;0;7;84;MEDIUM
OTHER;Gafsa;15;1;9;47;LOW
KARAOKE;Nabeul;21;4;7;47;HIGH
KARAOKE;Jendouba;19;4;2;55;MEDIUM
CEREMONY;Jendouba;16;4;8;30;MEDIUM
SPORT;Kasserine;17;1;12;52;MEDIUM
CINEMA;Gabes;18;6;11;30;HIGH
CINEMA;Nabeul;17;1;4;20;HIGH
SPORT;Gafsa;16;1;4;55;MEDIUM
SPORT;Gabes;8;5;4;111;MEDIUM
SPORT;Tozeur;8;3;2;63;LOW
CINEMA;Sousse;18;1;12;30;HIGH
KARAOKE;Siliana;21;3;11;43;MEDIUM
KARAOKE;Sousse;19;6;11;19;HIGH
CINEMA;Kasserine;19;1;11;46;MEDIUM
CEREMONY;Monastir;11;3;1;94;MEDIUM
SPORT;Sidi Bouzid;16;1;1;120;LOW
SPORT;Kebili;16;4;5;46;MEDIUM
CEREMONY;Manouba;11;1;5;101;LOW
CINEMA;Sidi Bouzid;17;3;9;23;MEDIUM
OTHER;Sousse;14;2;11;38;MEDIUM
CEREMONY;Bizerte;16;6;5;152;MEDIUM
CEREMONY;Jendouba;10;3;4;142;LOW
CINEMA;Tunis;18;5;8;64;HIGH
CINEMA;Sfax;21;5;3;29;HIGH
KARAOKE;Kebili;20;4;5;54;MEDIUM
SPORT;Jendouba;19;5;9;59;HIGH
CEREMONY;Tunis;9;4;2;91;MEDIUM
KARAOKE;Jendouba;19;6;11;45;MEDIUM
OTHER;Gabes;21;4;3;90;LOW
CEREMONY;Mahdia;9;1;1;113;LOW
OTHER;Sidi Bouzid;18;2;1;71;LOW
CINEMA;Zaghouan;17;5;5;69;MEDIUM
KARAOKE;Tozeur;20;4;4;50;MEDIUM
CEREMONY;Gafsa;17;4;10;174;LOW
KARAOKE;Manouba;21;3;10;22;MEDIUM
CINEMA;Siliana;17;6;6;60;HIGH
CEREMONY;Beja;15;2;8;88;MEDIUM
CEREMONY;Sfax;9;5;2;56;HIGH
OTHER;Nabeul;12;3;1;36;MEDIUM
CEREMONY;Sidi Bouzid;15;5;2;56;MEDIUM
OTHER;Sousse;20;1;4;37;MEDIUM
CINEMA;Kairouan;17;0;5;16;MEDIUM
OTHER;Sidi Bouzid;10;2;11;85;LOW
CEREMONY;Bizerte;9;2;4;186;LOW
SPORT;Ben Arous;19;2;10;88;HIGH
CINEMA;Ariana;20;5;5;36;HIGH
SPORT;Monastir;19;1;7;62;HIGH
SPORT;Ben Arous;17;4;4;93;MEDIUM
KARAOKE;Tunis;21;5;6;32;HIGH
CEREMONY;Sfax;16;1;1;54;MEDIUM
OTHER;Tunis;19;2;4;32;MEDIUM
CINEMA;Beja;17;5;3;40;HIGH
CINEMA;Bizerte;18;2;8;22;HIGH
CEREMONY;Beja;15;1;1;60;MEDIUM
CINEMA;Kairouan;19;6;11;70;HIGH
CINEMA;Tozeur;17;6;3;75;MEDIUM
CEREMONY;Tunis;10;2;1;166;LOW
CINEMA;Gafsa;20;0;2;35;MEDIUM
CINEMA;Ben Arous;18;3;2;70;MEDIUM
CINEMA;Tozeur;18;2;12;57;MEDIUM
CEREMONY;Zaghouan;17;4;9;199;LOW
OTHER;Bizerte;16;3;3;88;LOW
CEREMONY;Jendouba;11;2;10;84;LOW
SPORT;Bizerte;16;2;7;118;MEDIUM
OTHER;Sousse;10;6;10;24;MEDIUM
CINEMA;Ariana;18;5;12;29;HIGH
OTHER;Monastir;15;5;10;27;HIGH
SPORT;Mahdia;9;4;4;36;MEDIUM
CINEMA;Ariana;21;6;10;24;HIGH
CINEMA;Sfax;21;0;6;26;HIGH
KARAOKE;Jendouba;20;4;3;21;MEDIUM
SPORT;Sidi Bouzid;16;6;4;37;HIGH
CINEMA;Tozeur;17;4;3;71;MEDIUM
SPORT;Sidi Bouzid;18;5;9;30;HIGH
KARAOKE;Sousse;19;5;5;31;HIGH
SPORT;Ariana;19;0;1;119;MEDIUM
SPORT;Kebili;8;0;6;41;MEDIUM
OTHER;Ben Arous;10;5;4;71;MEDIUM
SPORT;Sousse;19;4;11;67;HIGH
SPORT;Tataouine;18;4;1;112;MEDIUM
CINEMA;Kairouan;19;3;11;29;MEDIUM
OTHER;Tataouine;13;6;5;43;LOW
CINEMA;Ben Arous;21;6;3;76;HIGH
KARAOKE;Monastir;22;6;2;19;HIGH
CINEMA;Kef;21;4;1;55;MEDIUM
CEREMONY;Monastir;9;4;7;149;MEDIUM
SPORT;Ariana;17;0;1;104;MEDIUM
KARAOKE;Beja;21;2;11;31;MEDIUM
SPORT;Kairouan;18;4;5;87;MEDIUM
CINEMA;Kasserine;20;4;2;45;MEDIUM
CEREMONY;Nabeul;17;2;9;88;MEDIUM
KARAOKE;Kairouan;18;2;5;20;MEDIUM
OTHER;Kasserine;20;0;9;15;MEDIUM
CEREMONY;Ariana;14;1;4;135;MEDIUM
OTHER;Medenine;17;3;10;55;MEDIUM
SPORT;Medenine;19;5;9;43;HIGH
CINEMA;Ben Arous;17;2;1;30;HIGH
CEREMONY;Jendouba;17;4;2;172;LOW
OTHER;Kebili;9;2;11;43;LOW
CINEMA;Sfax;20;3;4;39;HIGH
CEREMONY;Tozeur;17;1;9;195;LOW
SPORT;Kasserine;10;1;3;106;LOW
SPORT;Nabeul;18;3;10;106;HIGH
KARAOKE;Kebili;19;4;10;51;MEDIUM
KARAOKE;Sidi Bouzid;20;1;1;25;MEDIUM
CEREMONY;Tozeur;10;2;12;165;LOW
CEREMONY;Bizerte;9;2;5;51;MEDIUM
CEREMONY;Ariana;17;3;5;191;MEDIUM
CEREMONY;Zaghouan;11;6;6;104;MEDIUM
SPORT;Zaghouan;16;6;4;112;MEDIUM
KARAOKE;Siliana;22;5;3;28;MEDIUM
CINEMA;Kebili;17;5;2;75;MEDIUM
CEREMONY;Kef;14;6;5;104;MEDIUM
OTHER;Gabes;17;4;1;38;MEDIUM
SPORT;Kairouan;9;4;12;84;LOW
OTHER;Zaghouan;13;2;12;27;LOW
CEREMONY;Medenine;17;5;1;117;HIGH
SPORT;Kef;18;5;1;57;HIGH
CINEMA;Bizerte;18;1;6;39;HIGH
OTHER;Jendouba;18;2;12;25;MEDIUM
CEREMONY;Kebili;10;6;3;56;MEDIUM
SPORT;Manouba;18;4;8;87;MEDIUM
CEREMONY;Kebili;17;0;9;42;MEDIUM
OTHER;Bizerte;12;4;2;90;LOW
CINEMA;Monastir;18;1;7;56;HIGH
CINEMA;Ariana;20;6;1;24;HIGH
SPORT;Medenine;19;4;8;117;MEDIUM
KARAOKE;Kasserine;18;3;9;36;MEDIUM
OTHER;Kebili;17;0;1;33;MEDIUM
CINEMA;Tunis;17;4;2;57;MEDIUM
CEREMONY;Manouba;15;1;10;164;LOW
SPORT;Beja;18;3;6;80;MEDIUM
CEREMONY;Jendouba;16;2;10;60;MEDIUM
CEREMONY;Tunis;15;5;4;130;HIGH
KARAOKE;Medenine;20;1;1;14;MEDIUM
KARAOKE;Medenine;18;6;2;43;HIGH
OTHER;Kef;10;4;5;38;LOW
CINEMA;Kasserine;21;3;6;18;MEDIUM
OTHER;Nabeul;21;3;4;31;MEDIUM
CINEMA;Bizerte;21;4;9;33;MEDIUM
SPORT;Beja;16;2;6;63;MEDIUM
CEREMONY;Ben Arous;9;2;1;105;MEDIUM
CINEMA;Mahdia;21;3;12;20;MEDIUM
KARAOKE;Tataouine;18;6;6;25;HIGH
CEREMONY;Kasserine;14;3;12;41;MEDIUM
OTHER;Tozeur;10;0;12;26;LOW
CEREMONY;Tunis;9;1;1;163;LOW
CINEMA;Kairouan;20;3;10;26;MEDIUM
SPORT;Kasserine;9;5;8;29;HIGH
KARAOKE;Kebili;19;0;3;59;MEDIUM
CINEMA;Jendouba;19;2;1;70;MEDIUM
OTHER;Sfax;11;3;10;23;MEDIUM
CEREMONY;Tataouine;17;3;7;173;MEDIUM
CINEMA;Medenine;18;4;5;52;MEDIUM
SPORT;Manouba;9;2;9;20;MEDIUM
OTHER;Sousse;21;1;6;48;MEDIUM
CINEMA;Monastir;21;5;9;32;HIGH
CEREMONY;Ariana;10;1;11;125;MEDIUM
OTHER;Kebili;10;0;2;95;LOW
KARAOKE;Sousse;18;4;1;42;MEDIUM
KARAOKE;Gabes;22;5;2;28;MEDIUM
KARAOKE;Gabes;19;0;12;38;MEDIUM
KARAOKE;Gabes;19;3;10;55;MEDIUM
OTHER;Medenine;19;3;10;83;LOW
CEREMONY;Gafsa;11;6;9;194;LOW
OTHER;Medenine;20;5;11;96;MEDIUM
CEREMONY;Ben Arous;15;2;3;167;MEDIUM
KARAOKE;Gabes;21;5;10;25;HIGH
CINEMA;Siliana;21;0;5;17;MEDIUM
OTHER;Kef;18;4;4;32;MEDIUM
CINEMA;Manouba;18;6;4;52;HIGH
CINEMA;Sidi Bouzid;20;4;9;22;MEDIUM
CEREMONY;Medenine;16;0;9;151;LOW
CINEMA;Kasserine;17;3;7;18;MEDIUM
CEREMONY;Zaghouan;16;1;5;173;LOW
CINEMA;Mahdia;21;1;6;61;MEDIUM
CINEMA;Mahdia;18;5;9;17;HIGH
KARAOKE;Tunis;20;3;11;17;HIGH
CINEMA;Tozeur;21;4;7;58;MEDIUM
SPORT;Sfax;19;6;3;71;HIGH
OTHER;Kairouan;17;5;3;65;MEDIUM
KARAOKE;Ben Arous;22;3;10;34;MEDIUM
KARAOKE;Sidi Bouzid;18;6;4;10;HIGH
OTHER;Monastir;21;3;2;96;MEDIUM
CINEMA;Bizerte;21;2;10;58;MEDIUM
SPORT;Jendouba;19;1;5;71;MEDIUM
OTHER;Nabeul;12;4;5;75;LOW
KARAOKE;Tataouine;18;6;1;20;HIGH
CEREMONY;Beja;9;0;11;161;LOW
CEREMONY;Medenine;14;3;2;44;MEDIUM
SPORT;Kasserine;17;1;2;30;MEDIUM
CINEMA;Medenine;19;6;1;21;HIGH
SPORT;Kasserine;17;0;10;102;MEDIUM
KARAOKE;Ben Arous;20;5;10;14;HIGH
KARAOKE;Ariana;21;3;3;50;MEDIUM
OTHER;Bizerte;18;3;11;62;MEDIUM
CINEMA;Ariana;19;1;11;50;MEDIUM
KARAOKE;Tunis;21;3;8;48;HIGH
KARAOKE;Kasserine;19;0;12;38;MEDIUM
CINEMA;Kebili;20;6;7;31;HIGH
OTHER;Nabeul;14;0;9;21;MEDIUM
CEREMONY;Kebili;16;6;8;128;MEDIUM
SPORT;Zaghouan;17;5;10;28;HIGH
KARAOKE;Tunis;21;4;11;44;MEDIUM
KARAOKE;Ben Arous;19;1;4;39;HIGH
CINEMA;Ben Arous;18;2;6;36;HIGH
CINEMA;Kairouan;20;0;8;25;HIGH
CEREMONY;Tunis;10;6;3;56;HIGH
SPORT;Medenine;9;0;7;34;MEDIUM
CINEMA;Sidi Bouzid;18;6;9;55;MEDIUM
CINEMA;Sousse;20;4;10;59;MEDIUM
CEREMONY;Manouba;10;1;8;49;MEDIUM
OTHER;Kef;13;2;10;16;LOW
CINEMA;Gabes;19;0;3;65;MEDIUM
KARAOKE;Mahdia;18;6;2;37;HIGH
KARAOKE;Kef;18;1;8;23;MEDIUM
KARAOKE;Manouba;21;3;9;16;MEDIUM
CINEMA;Sousse;20;5;9;36;HIGH
CINEMA;Ben Arous;17;6;3;26;HIGH
CEREMONY;Gabes;15;6;3;56;HIGH
CINEMA;Jendouba;21;3;3;58;MEDIUM
CEREMONY;Kebili;16;4;8;89;MEDIUM
CEREMONY;Beja;17;6;9;92;MEDIUM
SPORT;Mahdia;9;4;11;60;MEDIUM
CEREMONY;Tunis;11;1;10;145;MEDIUM
SPORT;Monastir;19;5;10;89;HIGH
CEREMONY;Kasserine;16;0;8;152;LOW
SPORT;Kasserine;19;3;4;71;MEDIUM
OTHER;Nabeul;21;0;6;10;HIGH
CEREMONY;Sfax;10;0;11;73;MEDIUM
CINEMA;Beja;19;2;11;35;MEDIUM
SPORT;Kasserine;18;6;11;66;HIGH
SPORT;Siliana;17;3;2;107;MEDIUM
KARAOKE;Kasserine;22;1;12;14;LOW
OTHER;Tataouine;21;1;2;83;LOW
CINEMA;Siliana;21;3;8;20;MEDIUM
OTHER;Gabes;17;6;11;44;MEDIUM
CINEMA;Sidi Bouzid;21;4;9;51;MEDIUM
OTHER;Tunis;11;1;1;52;LOW
SPORT;Medenine;18;5;4;104;HIGH
OTHER;Sidi Bouzid;20;4;12;98;LOW
KARAOKE;Mahdia;20;5;3;29;HIGH
OTHER;Siliana;20;4;9;80;LOW
SPORT;Tataouine;8;2;6;77;MEDIUM
OTHER;Mahdia;16;6;1;98;MEDIUM
CEREMONY;Ben Arous;11;1;4;169;LOW
CEREMONY;Sousse;14;3;4;168;MEDIUM
CINEMA;Tunis;21;3;5;63;MEDIUM
SPORT;Medenine;8;5;11;104;MEDIUM
CEREMONY;Monastir;15;4;8;128;MEDIUM
OTHER;Nabeul;18;4;7;74;MEDIUM
CEREMONY;Tozeur;17;1;3;111;MEDIUM
OTHER;Gabes;12;3;12;14;LOW
OTHER;Siliana;19;4;1;61;LOW
CINEMA;Gafsa;18;2;1;49;MEDIUM
SPORT;Gafsa;19;2;7;68;MEDIUM
OTHER;Siliana;19;3;10;14;MEDIUM
SPORT;Gafsa;8;1;5;89;LOW
CINEMA;Kebili;19;6;6;49;HIGH
KARAOKE;Zaghouan;22;3;8;47;LOW
CEREMONY;Bizerte;10;2;10;105;LOW
CINEMA;Tataouine;18;5;3;49;MEDIUM
CEREMONY;Beja;17;1;9;176;LOW
SPORT;Siliana;16;1;5;30;MEDIUM
KARAOKE;Zaghouan;22;6;6;56;MEDIUM
CEREMONY;Zaghouan;11;3;3;177;LOW
CINEMA;Kasserine;21;1;12;43;MEDIUM
KARAOKE;Mahdia;22;6;11;33;MEDIUM
SPORT;Beja;19;4;2;91;MEDIUM
CEREMONY;Kairouan;11;0;11;155;LOW
OTHER;Jendouba;15;6;9;51;MEDIUM
SPORT;Medenine;10;6;8;118;MEDIUM
KARAOKE;Jendouba;19;0;4;29;MEDIUM
OTHER;Manouba;19;4;10;19;MEDIUM
SPORT;Monastir;17;3;3;26;HIGH
CINEMA;Mahdia;19;4;4;49;MEDIUM
SPORT;Ben Arous;19;2;4;70;HIGH
KARAOKE;Ben Arous;20;2;8;16;HIGH
KARAOKE;Siliana;19;0;4;56;MEDIUM
CINEMA;Kairouan;21;1;7;75;MEDIUM
OTHER;Manouba;12;6;7;67;MEDIUM
KARAOKE;Ariana;18;4;5;19;HIGH
SPORT;Kef;19;6;2;24;HIGH
KARAOKE;Zaghouan;21;3;10;43;MEDIUM
SPORT;Tozeur;17;4;8;91;MEDIUM
SPORT;Medenine;18;6;3;116;HIGH
CEREMONY;Tunis;11;2;3;90;MEDIUM
OTHER;Mahdia;17;6;6;61;HIGH
CINEMA;Nabeul;19;4;7;68;HIGH
SPORT;Siliana;19;6;10;84;HIGH
CEREMONY;Sousse;15;3;5;106;MEDIUM
CINEMA;Nabeul;20;5;6;80;HIGH
KARAOKE;Kebili;20;4;11;31;MEDIUM
OTHER;Sidi Bouzid;14;6;6;88;MEDIUM
KARAOKE;Zaghouan;22;1;5;49;LOW
SPORT;Ben Arous;19;5;7;62;HIGH
SPORT;Nabeul;19;0;1;25;HIGH
CINEMA;Kef;19;5;4;44;MEDIUM
SPORT;Beja;9;5;2;61;MEDIUM
KARAOKE;Ben Arous;19;0;6;31;HIGH
CEREMONY;Ariana;15;1;11;192;MEDIUM
CEREMONY;Sfax;16;1;11;55;MEDIUM
KARAOKE;Kef;20;6;9;43;MEDIUM
OTHER;Kasserine;15;4;10;72;LOW
CINEMA;Monastir;18;3;8;71;HIGH
KARAOKE;Tataouine;21;1;12;10;MEDIUM
CINEMA;Kairouan;21;5;12;36;HIGH
KARAOKE;Kef;19;0;9;23;MEDIUM
CINEMA;Tozeur;21;6;2;32;HIGH
CINEMA;Ben Arous;18;1;10;33;HIGH
SPORT;Tataouine;10;4;2;27;MEDIUM
CEREMONY;Kebili;9;0;9;92;LOW
CEREMONY;Jendouba;14;1;4;171;LOW
CEREMONY;Kairouan;9;4;3;150;LOW
CEREMONY;Mahdia;16;0;11;146;MEDIUM
CINEMA;Zaghouan;19;3;8;56;MEDIUM
KARAOKE;Kebili;20;4;11;27;MEDIUM
CEREMONY;Nabeul;14;1;10;38;HIGH
KARAOKE;Nabeul;22;0;9;59;MEDIUM
CEREMONY;Kasserine;16;4;4;56;MEDIUM
CEREMONY;Ariana;15;6;3;142;HIGH
SPORT;Tataouine;16;1;2;78;MEDIUM
CINEMA;Bizerte;20;6;12;42;HIGH
OTHER;Tataouine;18;1;1;51;LOW
CINEMA;Zaghouan;18;4;10;42;MEDIUM
